name,team,age,year
Serry Pieter,Deceuninck - Quick Step,32,2021
Dowsett Alex,Israel Start-Up Nation,32,2021
van Garderen Tejay,EF Education - Nippo,32,2021
Gallopin Tony,AG2R Citroën Team,32,2021
Meyer Cameron,Team BikeExchange,33,2021
Pasqualon Andrea,Intermarché - Wanty - Gobert Matériaux,33,2021
Ponomar Andrii,Androni Giocattoli - Sidermec,18,2021
Evenepoel Remco,Deceuninck - Quick Step,21,2021
Schmid Mauro,Team Qhubeka ASSOS,21,2021
Jorgenson Matteo,Movistar Team,21,2021
Aleotti Giovanni,BORA - hansgrohe,21,2021
Tesfatsion Natnael,Androni Giocattoli - Sidermec,21,2021
Zana Filippo,Bardiani-CSF-Faizanè,22,2021
Battistella Samuele,Astana - Premier Tech,22,2021
Venchiarutti Nicola,Androni Giocattoli - Sidermec,22,2021
Covi Alessandro,UAE Team Emirates,22,2021
Carr Simon,EF Education - Nippo,22,2021
Almeida João,Deceuninck - Quick Step,22,2021
van den Berg Lars,Groupama - FDJ,22,2021
Cepeda Jefferson Alexander,Androni Giocattoli - Sidermec,22,2021
Valter Attila,Groupama - FDJ,22,2021
Pronskiy Vadim,Astana - Premier Tech,22,2021
Champoussin Clément,AG2R Citroën Team,22,2021
Rivi Samuele,EOLO-Kometa,22,2021
Rubio Einer Augusto,Movistar Team,23,2021
Dekker David,Team Jumbo-Visma,23,2021
Oldani Stefano,Lotto Soudal,23,2021
Zoccarato Samuele,Bardiani-CSF-Faizanè,23,2021
Kanter Max,Team DSM,23,2021
Sivakov Pavel,INEOS Grenadiers,23,2021
Guglielmi Simon,Groupama - FDJ,23,2021
Vanhoucke Harm,Lotto Soudal,23,2021
Foss Tobias,Team Jumbo-Visma,23,2021
Sobrero Matteo,Astana - Premier Tech,23,2021
Tejada Harold,Astana - Premier Tech,24,2021
Narváez Jhonatan,INEOS Grenadiers,24,2021
Storer Michael,Team DSM,24,2021
Honoré Mikkel Frølich,Deceuninck - Quick Step,24,2021
Bernal Egan,INEOS Grenadiers,24,2021
Mäder Gino,Bahrain - Victorious,24,2021
Albanese Vincenzo,EOLO-Kometa,24,2021
van den Berg Julius,EF Education - Nippo,24,2021
Viviani Attilio,Cofidis,24,2021
Moschetti Matteo,Trek - Segafredo,24,2021
Scotson Callum,Team BikeExchange,24,2021
Ganna Filippo,INEOS Grenadiers,24,2021
Affini Edoardo,Team Jumbo-Visma,24,2021
Rochas Rémy,Cofidis,24,2021
Fortunato Lorenzo,EOLO-Kometa,24,2021
Hindley Jai,Team DSM,25,2021
Goossens Kobe,Lotto Soudal,25,2021
Martínez Daniel Felipe,INEOS Grenadiers,25,2021
Vlasov Aleksandr,Astana - Premier Tech,25,2021
Dina Márton,EOLO-Kometa,25,2021
Leysen Senne,Alpecin-Fenix,25,2021
Lafay Victor,Cofidis,25,2021
Knox James,Deceuninck - Quick Step,25,2021
Carboni Giovanni,Bardiani-CSF-Faizanè,25,2021
Tagliani Filippo,Androni Giocattoli - Sidermec,25,2021
Cavagna Rémi,Deceuninck - Quick Step,25,2021
Hermans Quinten,Intermarché - Wanty - Gobert Matériaux,25,2021
Ravanelli Simone,Androni Giocattoli - Sidermec,25,2021
Hamilton Chris,Team DSM,25,2021
Minali Riccardo,Intermarché - Wanty - Gobert Matériaux,26,2021
Fabbro Matteo,BORA - hansgrohe,26,2021
Ciccone Giulio,Trek - Segafredo,26,2021
Fiorelli Filippo,Bardiani-CSF-Faizanè,26,2021
Molano Juan Sebastián,UAE Team Emirates,26,2021
Mohorič Matej,Bahrain - Victorious,26,2021
Seigle Romain,Groupama - FDJ,26,2021
Schultz Nick,Team BikeExchange,26,2021
Consonni Simone,Cofidis,26,2021
Gaviria Fernando,UAE Team Emirates,26,2021
Neilands Krists,Israel Start-Up Nation,26,2021
Ghebreigzabhier Amanuel,Trek - Segafredo,26,2021
Vendrame Andrea,AG2R Citroën Team,26,2021
Ewan Caleb,Lotto Soudal,26,2021
Carthy Hugh,EF Education - Nippo,26,2021
Guerreiro Ruben,EF Education - Nippo,26,2021
Ravasi Edward,EOLO-Kometa,26,2021
Moscon Gianni,INEOS Grenadiers,27,2021
Niv Guy,Israel Start-Up Nation,27,2021
Denz Nico,Team DSM,27,2021
Frankiny Kilian,Team Qhubeka ASSOS,27,2021
Großschartner Felix,BORA - hansgrohe,27,2021
van der Hoorn Taco,Intermarché - Wanty - Gobert Matériaux,27,2021
Bouwman Koen,Team Jumbo-Visma,27,2021
De Buyst Jasper,Lotto Soudal,27,2021
Soler Marc,Movistar Team,27,2021
Masnada Fausto,Deceuninck - Quick Step,27,2021
Bettiol Alberto,EF Education - Nippo,27,2021
Vervaeke Louis,Alpecin-Fenix,27,2021
Mosca Jacopo,Trek - Segafredo,27,2021
Groenewegen Dylan,Team Jumbo-Visma,27,2021
Walscheid Max,Team Qhubeka ASSOS,27,2021
Petilli Simone,Intermarché - Wanty - Gobert Matériaux,28,2021
Caicedo Jonathan Klever,EF Education - Nippo,28,2021
Gabburo Davide,Bardiani-CSF-Faizanè,28,2021
Conti Valerio,UAE Team Emirates,28,2021
Gougeard Alexis,AG2R Citroën Team,28,2021
Riesebeek Oscar,Alpecin-Fenix,28,2021
Vermeersch Gianni,Alpecin-Fenix,28,2021
Buchmann Emanuel,BORA - hansgrohe,28,2021
Pellaud Simon,Androni Giocattoli - Sidermec,28,2021
Merlier Tim,Alpecin-Fenix,28,2021
Formolo Davide,UAE Team Emirates,28,2021
Naesen Lawrence,AG2R Citroën Team,28,2021
Yates Simon,Team BikeExchange,28,2021
Badilatti Matteo,Groupama - FDJ,28,2021
Marengo Umberto,Bardiani-CSF-Faizanè,28,2021
Bouchard Geoffrey,AG2R Citroën Team,29,2021
Bidard François,AG2R Citroën Team,29,2021
Wiśniowski Łukasz,Team Qhubeka ASSOS,29,2021
Krieger Alexander,Alpecin-Fenix,29,2021
Arndt Nikias,Team DSM,29,2021
Campenaerts Victor,Team Qhubeka ASSOS,29,2021
Pedrero Antonio,Movistar Team,29,2021
Duchesne Antoine,Groupama - FDJ,29,2021
Hepburn Michael,Team BikeExchange,29,2021
De Bondt Dries,Alpecin-Fenix,29,2021
Villella Davide,Movistar Team,29,2021
Sepúlveda Eduardo,Androni Giocattoli - Sidermec,29,2021
Dombrowski Joe,UAE Team Emirates,29,2021
Bevin Patrick,Israel Start-Up Nation,30,2021
Hirt Jan,Intermarché - Wanty - Gobert Matériaux,30,2021
Berhane Natnael,Cofidis,30,2021
Christian Mark,EOLO-Kometa,30,2021
Bardet Romain,Team DSM,30,2021
Kreder Wesley,Intermarché - Wanty - Gobert Matériaux,30,2021
Warbasse Larry,AG2R Citroën Team,30,2021
Torres Albert,Movistar Team,31,2021
Bennett George,Team Jumbo-Visma,31,2021
Felline Fabio,Astana - Premier Tech,31,2021
Bilbao Pello,Bahrain - Victorious,31,2021
Tratnik Jan,Bahrain - Victorious,31,2021
Sagan Peter,BORA - hansgrohe,31,2021
Landa Mikel,Bahrain - Victorious,31,2021
Brändle Matthias,Israel Start-Up Nation,31,2021
Battaglin Enrico,Bardiani-CSF-Faizanè,31,2021
Molard Rudy,Groupama - FDJ,31,2021
Puccio Salvatore,INEOS Grenadiers,31,2021
Cimolai Davide,Israel Start-Up Nation,31,2021
Ulissi Diego,UAE Team Emirates,31,2021
Juul-Jensen Christopher,Team BikeExchange,31,2021
Lindeman Bert-Jan,Team Qhubeka ASSOS,31,2021
Janssens Jimmy,Alpecin-Fenix,31,2021
Reichenbach Sébastien,Groupama - FDJ,31,2021
Oliveira Nelson,Movistar Team,32,2021
Viviani Elia,Cofidis,32,2021
Nizzolo Giacomo,Team Qhubeka ASSOS,32,2021
Keukeleire Jens,EF Education - Nippo,32,2021
Serry Pieter,Deceuninck - Quick Step,32,2021
Dowsett Alex,Israel Start-Up Nation,32,2021
van Garderen Tejay,EF Education - Nippo,32,2021
Gallopin Tony,AG2R Citroën Team,32,2021
Meyer Cameron,Team BikeExchange,33,2021
Pasqualon Andrea,Intermarché - Wanty - Gobert Matériaux,33,2021
Edet Nicolas,Cofidis,33,2021
Ponomar Andrii,Androni Giocattoli - Sidermec,18,2021
Evenepoel Remco,Deceuninck - Quick Step,21,2021
Schmid Mauro,Team Qhubeka ASSOS,21,2021
Jorgenson Matteo,Movistar Team,21,2021
Aleotti Giovanni,BORA - hansgrohe,21,2021
Tesfatsion Natnael,Androni Giocattoli - Sidermec,21,2021
Zana Filippo,Bardiani-CSF-Faizanè,22,2021
Battistella Samuele,Astana - Premier Tech,22,2021
Venchiarutti Nicola,Androni Giocattoli - Sidermec,22,2021
Covi Alessandro,UAE Team Emirates,22,2021
Carr Simon,EF Education - Nippo,22,2021
Almeida João,Deceuninck - Quick Step,22,2021
van den Berg Lars,Groupama - FDJ,22,2021
Cepeda Jefferson Alexander,Androni Giocattoli - Sidermec,22,2021
Valter Attila,Groupama - FDJ,22,2021
Pronskiy Vadim,Astana - Premier Tech,22,2021
Champoussin Clément,AG2R Citroën Team,22,2021
Rivi Samuele,EOLO-Kometa,22,2021
Rubio Einer Augusto,Movistar Team,23,2021
Dekker David,Team Jumbo-Visma,23,2021
Oldani Stefano,Lotto Soudal,23,2021
Zoccarato Samuele,Bardiani-CSF-Faizanè,23,2021
Kanter Max,Team DSM,23,2021
Sivakov Pavel,INEOS Grenadiers,23,2021
Guglielmi Simon,Groupama - FDJ,23,2021
Vanhoucke Harm,Lotto Soudal,23,2021
Foss Tobias,Team Jumbo-Visma,23,2021
Sobrero Matteo,Astana - Premier Tech,23,2021
Tejada Harold,Astana - Premier Tech,24,2021
Narváez Jhonatan,INEOS Grenadiers,24,2021
Storer Michael,Team DSM,24,2021
Honoré Mikkel Frølich,Deceuninck - Quick Step,24,2021
Bernal Egan,INEOS Grenadiers,24,2021
Mäder Gino,Bahrain - Victorious,24,2021
Albanese Vincenzo,EOLO-Kometa,24,2021
van den Berg Julius,EF Education - Nippo,24,2021
Viviani Attilio,Cofidis,24,2021
Moschetti Matteo,Trek - Segafredo,24,2021
Scotson Callum,Team BikeExchange,24,2021
Ganna Filippo,INEOS Grenadiers,24,2021
Affini Edoardo,Team Jumbo-Visma,24,2021
Rochas Rémy,Cofidis,24,2021
Fortunato Lorenzo,EOLO-Kometa,24,2021
Hindley Jai,Team DSM,25,2021
Goossens Kobe,Lotto Soudal,25,2021
Martínez Daniel Felipe,INEOS Grenadiers,25,2021
Vlasov Aleksandr,Astana - Premier Tech,25,2021
Dina Márton,EOLO-Kometa,25,2021
Leysen Senne,Alpecin-Fenix,25,2021
Lafay Victor,Cofidis,25,2021
Knox James,Deceuninck - Quick Step,25,2021
Carboni Giovanni,Bardiani-CSF-Faizanè,25,2021
Tagliani Filippo,Androni Giocattoli - Sidermec,25,2021
Cavagna Rémi,Deceuninck - Quick Step,25,2021
Hermans Quinten,Intermarché - Wanty - Gobert Matériaux,25,2021
Ravanelli Simone,Androni Giocattoli - Sidermec,25,2021
Hamilton Chris,Team DSM,25,2021
Minali Riccardo,Intermarché - Wanty - Gobert Matériaux,26,2021
Fabbro Matteo,BORA - hansgrohe,26,2021
Ciccone Giulio,Trek - Segafredo,26,2021
Fiorelli Filippo,Bardiani-CSF-Faizanè,26,2021
Molano Juan Sebastián,UAE Team Emirates,26,2021
Mohorič Matej,Bahrain - Victorious,26,2021
Seigle Romain,Groupama - FDJ,26,2021
Schultz Nick,Team BikeExchange,26,2021
Consonni Simone,Cofidis,26,2021
Gaviria Fernando,UAE Team Emirates,26,2021
Neilands Krists,Israel Start-Up Nation,26,2021
Ghebreigzabhier Amanuel,Trek - Segafredo,26,2021
Vendrame Andrea,AG2R Citroën Team,26,2021
Ewan Caleb,Lotto Soudal,26,2021
Carthy Hugh,EF Education - Nippo,26,2021
Guerreiro Ruben,EF Education - Nippo,26,2021
Ravasi Edward,EOLO-Kometa,26,2021
Moscon Gianni,INEOS Grenadiers,27,2021
Niv Guy,Israel Start-Up Nation,27,2021
Denz Nico,Team DSM,27,2021
Frankiny Kilian,Team Qhubeka ASSOS,27,2021
Großschartner Felix,BORA - hansgrohe,27,2021
van der Hoorn Taco,Intermarché - Wanty - Gobert Matériaux,27,2021
Bouwman Koen,Team Jumbo-Visma,27,2021
De Buyst Jasper,Lotto Soudal,27,2021
Soler Marc,Movistar Team,27,2021
Masnada Fausto,Deceuninck - Quick Step,27,2021
Bettiol Alberto,EF Education - Nippo,27,2021
Vervaeke Louis,Alpecin-Fenix,27,2021
Mosca Jacopo,Trek - Segafredo,27,2021
Groenewegen Dylan,Team Jumbo-Visma,27,2021
Walscheid Max,Team Qhubeka ASSOS,27,2021
Petilli Simone,Intermarché - Wanty - Gobert Matériaux,28,2021
Caicedo Jonathan Klever,EF Education - Nippo,28,2021
Gabburo Davide,Bardiani-CSF-Faizanè,28,2021
Conti Valerio,UAE Team Emirates,28,2021
Gougeard Alexis,AG2R Citroën Team,28,2021
Riesebeek Oscar,Alpecin-Fenix,28,2021
Vermeersch Gianni,Alpecin-Fenix,28,2021
Buchmann Emanuel,BORA - hansgrohe,28,2021
Pellaud Simon,Androni Giocattoli - Sidermec,28,2021
Merlier Tim,Alpecin-Fenix,28,2021
Formolo Davide,UAE Team Emirates,28,2021
Naesen Lawrence,AG2R Citroën Team,28,2021
Yates Simon,Team BikeExchange,28,2021
Badilatti Matteo,Groupama - FDJ,28,2021
Marengo Umberto,Bardiani-CSF-Faizanè,28,2021
Bouchard Geoffrey,AG2R Citroën Team,29,2021
Bidard François,AG2R Citroën Team,29,2021
Wiśniowski Łukasz,Team Qhubeka ASSOS,29,2021
Krieger Alexander,Alpecin-Fenix,29,2021
Arndt Nikias,Team DSM,29,2021
Campenaerts Victor,Team Qhubeka ASSOS,29,2021
Pedrero Antonio,Movistar Team,29,2021
Duchesne Antoine,Groupama - FDJ,29,2021
Hepburn Michael,Team BikeExchange,29,2021
De Bondt Dries,Alpecin-Fenix,29,2021
Villella Davide,Movistar Team,29,2021
Sepúlveda Eduardo,Androni Giocattoli - Sidermec,29,2021
Dombrowski Joe,UAE Team Emirates,29,2021
Bevin Patrick,Israel Start-Up Nation,30,2021
Hirt Jan,Intermarché - Wanty - Gobert Matériaux,30,2021
Berhane Natnael,Cofidis,30,2021
Christian Mark,EOLO-Kometa,30,2021
Bardet Romain,Team DSM,30,2021
Kreder Wesley,Intermarché - Wanty - Gobert Matériaux,30,2021
Warbasse Larry,AG2R Citroën Team,30,2021
Torres Albert,Movistar Team,31,2021
Bennett George,Team Jumbo-Visma,31,2021
Felline Fabio,Astana - Premier Tech,31,2021
Bilbao Pello,Bahrain - Victorious,31,2021
Tratnik Jan,Bahrain - Victorious,31,2021
Sagan Peter,BORA - hansgrohe,31,2021
Landa Mikel,Bahrain - Victorious,31,2021
Brändle Matthias,Israel Start-Up Nation,31,2021
Battaglin Enrico,Bardiani-CSF-Faizanè,31,2021
Molard Rudy,Groupama - FDJ,31,2021
Puccio Salvatore,INEOS Grenadiers,31,2021
Cimolai Davide,Israel Start-Up Nation,31,2021
Ulissi Diego,UAE Team Emirates,31,2021
Juul-Jensen Christopher,Team BikeExchange,31,2021
Lindeman Bert-Jan,Team Qhubeka ASSOS,31,2021
Janssens Jimmy,Alpecin-Fenix,31,2021
Reichenbach Sébastien,Groupama - FDJ,31,2021
Oliveira Nelson,Movistar Team,32,2021
Viviani Elia,Cofidis,32,2021
Nizzolo Giacomo,Team Qhubeka ASSOS,32,2021
Keukeleire Jens,EF Education - Nippo,32,2021
Serry Pieter,Deceuninck - Quick Step,32,2021
Dowsett Alex,Israel Start-Up Nation,32,2021
van Garderen Tejay,EF Education - Nippo,32,2021
Gallopin Tony,AG2R Citroën Team,32,2021
Meyer Cameron,Team BikeExchange,33,2021
Pasqualon Andrea,Intermarché - Wanty - Gobert Matériaux,33,2021
Edet Nicolas,Cofidis,33,2021
Caruso Damiano,Bahrain - Victorious,33,2021
Ponomar Andrii,Androni Giocattoli - Sidermec,18,2021
Evenepoel Remco,Deceuninck - Quick Step,21,2021
Schmid Mauro,Team Qhubeka ASSOS,21,2021
Jorgenson Matteo,Movistar Team,21,2021
Aleotti Giovanni,BORA - hansgrohe,21,2021
Tesfatsion Natnael,Androni Giocattoli - Sidermec,21,2021
Zana Filippo,Bardiani-CSF-Faizanè,22,2021
Battistella Samuele,Astana - Premier Tech,22,2021
Venchiarutti Nicola,Androni Giocattoli - Sidermec,22,2021
Covi Alessandro,UAE Team Emirates,22,2021
Carr Simon,EF Education - Nippo,22,2021
Almeida João,Deceuninck - Quick Step,22,2021
van den Berg Lars,Groupama - FDJ,22,2021
Cepeda Jefferson Alexander,Androni Giocattoli - Sidermec,22,2021
Valter Attila,Groupama - FDJ,22,2021
Pronskiy Vadim,Astana - Premier Tech,22,2021
Champoussin Clément,AG2R Citroën Team,22,2021
Rivi Samuele,EOLO-Kometa,22,2021
Rubio Einer Augusto,Movistar Team,23,2021
Dekker David,Team Jumbo-Visma,23,2021
Oldani Stefano,Lotto Soudal,23,2021
Zoccarato Samuele,Bardiani-CSF-Faizanè,23,2021
Kanter Max,Team DSM,23,2021
Sivakov Pavel,INEOS Grenadiers,23,2021
Guglielmi Simon,Groupama - FDJ,23,2021
Vanhoucke Harm,Lotto Soudal,23,2021
Foss Tobias,Team Jumbo-Visma,23,2021
Sobrero Matteo,Astana - Premier Tech,23,2021
Tejada Harold,Astana - Premier Tech,24,2021
Narváez Jhonatan,INEOS Grenadiers,24,2021
Storer Michael,Team DSM,24,2021
Honoré Mikkel Frølich,Deceuninck - Quick Step,24,2021
Bernal Egan,INEOS Grenadiers,24,2021
Mäder Gino,Bahrain - Victorious,24,2021
Albanese Vincenzo,EOLO-Kometa,24,2021
van den Berg Julius,EF Education - Nippo,24,2021
Viviani Attilio,Cofidis,24,2021
Moschetti Matteo,Trek - Segafredo,24,2021
Scotson Callum,Team BikeExchange,24,2021
Ganna Filippo,INEOS Grenadiers,24,2021
Affini Edoardo,Team Jumbo-Visma,24,2021
Rochas Rémy,Cofidis,24,2021
Fortunato Lorenzo,EOLO-Kometa,24,2021
Hindley Jai,Team DSM,25,2021
Goossens Kobe,Lotto Soudal,25,2021
Martínez Daniel Felipe,INEOS Grenadiers,25,2021
Vlasov Aleksandr,Astana - Premier Tech,25,2021
Dina Márton,EOLO-Kometa,25,2021
Leysen Senne,Alpecin-Fenix,25,2021
Lafay Victor,Cofidis,25,2021
Knox James,Deceuninck - Quick Step,25,2021
Carboni Giovanni,Bardiani-CSF-Faizanè,25,2021
Tagliani Filippo,Androni Giocattoli - Sidermec,25,2021
Cavagna Rémi,Deceuninck - Quick Step,25,2021
Hermans Quinten,Intermarché - Wanty - Gobert Matériaux,25,2021
Ravanelli Simone,Androni Giocattoli - Sidermec,25,2021
Hamilton Chris,Team DSM,25,2021
Minali Riccardo,Intermarché - Wanty - Gobert Matériaux,26,2021
Fabbro Matteo,BORA - hansgrohe,26,2021
Ciccone Giulio,Trek - Segafredo,26,2021
Fiorelli Filippo,Bardiani-CSF-Faizanè,26,2021
Molano Juan Sebastián,UAE Team Emirates,26,2021
Mohorič Matej,Bahrain - Victorious,26,2021
Seigle Romain,Groupama - FDJ,26,2021
Schultz Nick,Team BikeExchange,26,2021
Consonni Simone,Cofidis,26,2021
Gaviria Fernando,UAE Team Emirates,26,2021
Neilands Krists,Israel Start-Up Nation,26,2021
Ghebreigzabhier Amanuel,Trek - Segafredo,26,2021
Vendrame Andrea,AG2R Citroën Team,26,2021
Ewan Caleb,Lotto Soudal,26,2021
Carthy Hugh,EF Education - Nippo,26,2021
Guerreiro Ruben,EF Education - Nippo,26,2021
Ravasi Edward,EOLO-Kometa,26,2021
Moscon Gianni,INEOS Grenadiers,27,2021
Niv Guy,Israel Start-Up Nation,27,2021
Denz Nico,Team DSM,27,2021
Frankiny Kilian,Team Qhubeka ASSOS,27,2021
Großschartner Felix,BORA - hansgrohe,27,2021
van der Hoorn Taco,Intermarché - Wanty - Gobert Matériaux,27,2021
Bouwman Koen,Team Jumbo-Visma,27,2021
De Buyst Jasper,Lotto Soudal,27,2021
Soler Marc,Movistar Team,27,2021
Masnada Fausto,Deceuninck - Quick Step,27,2021
Bettiol Alberto,EF Education - Nippo,27,2021
Vervaeke Louis,Alpecin-Fenix,27,2021
Mosca Jacopo,Trek - Segafredo,27,2021
Groenewegen Dylan,Team Jumbo-Visma,27,2021
Walscheid Max,Team Qhubeka ASSOS,27,2021
Petilli Simone,Intermarché - Wanty - Gobert Matériaux,28,2021
Caicedo Jonathan Klever,EF Education - Nippo,28,2021
Gabburo Davide,Bardiani-CSF-Faizanè,28,2021
Conti Valerio,UAE Team Emirates,28,2021
Gougeard Alexis,AG2R Citroën Team,28,2021
Riesebeek Oscar,Alpecin-Fenix,28,2021
Vermeersch Gianni,Alpecin-Fenix,28,2021
Buchmann Emanuel,BORA - hansgrohe,28,2021
Pellaud Simon,Androni Giocattoli - Sidermec,28,2021
Merlier Tim,Alpecin-Fenix,28,2021
Formolo Davide,UAE Team Emirates,28,2021
Naesen Lawrence,AG2R Citroën Team,28,2021
Yates Simon,Team BikeExchange,28,2021
Badilatti Matteo,Groupama - FDJ,28,2021
Marengo Umberto,Bardiani-CSF-Faizanè,28,2021
Bouchard Geoffrey,AG2R Citroën Team,29,2021
Bidard François,AG2R Citroën Team,29,2021
Wiśniowski Łukasz,Team Qhubeka ASSOS,29,2021
Krieger Alexander,Alpecin-Fenix,29,2021
Arndt Nikias,Team DSM,29,2021
Campenaerts Victor,Team Qhubeka ASSOS,29,2021
Pedrero Antonio,Movistar Team,29,2021
Duchesne Antoine,Groupama - FDJ,29,2021
Hepburn Michael,Team BikeExchange,29,2021
De Bondt Dries,Alpecin-Fenix,29,2021
Villella Davide,Movistar Team,29,2021
Sepúlveda Eduardo,Androni Giocattoli - Sidermec,29,2021
Dombrowski Joe,UAE Team Emirates,29,2021
Bevin Patrick,Israel Start-Up Nation,30,2021
Hirt Jan,Intermarché - Wanty - Gobert Matériaux,30,2021
Berhane Natnael,Cofidis,30,2021
Christian Mark,EOLO-Kometa,30,2021
Bardet Romain,Team DSM,30,2021
Kreder Wesley,Intermarché - Wanty - Gobert Matériaux,30,2021
Warbasse Larry,AG2R Citroën Team,30,2021
Torres Albert,Movistar Team,31,2021
Bennett George,Team Jumbo-Visma,31,2021
Felline Fabio,Astana - Premier Tech,31,2021
Bilbao Pello,Bahrain - Victorious,31,2021
Tratnik Jan,Bahrain - Victorious,31,2021
Sagan Peter,BORA - hansgrohe,31,2021
Landa Mikel,Bahrain - Victorious,31,2021
Brändle Matthias,Israel Start-Up Nation,31,2021
Battaglin Enrico,Bardiani-CSF-Faizanè,31,2021
Molard Rudy,Groupama - FDJ,31,2021
Puccio Salvatore,INEOS Grenadiers,31,2021
Cimolai Davide,Israel Start-Up Nation,31,2021
Ulissi Diego,UAE Team Emirates,31,2021
Juul-Jensen Christopher,Team BikeExchange,31,2021
Lindeman Bert-Jan,Team Qhubeka ASSOS,31,2021
Janssens Jimmy,Alpecin-Fenix,31,2021
Reichenbach Sébastien,Groupama - FDJ,31,2021
Oliveira Nelson,Movistar Team,32,2021
Viviani Elia,Cofidis,32,2021
Nizzolo Giacomo,Team Qhubeka ASSOS,32,2021
Keukeleire Jens,EF Education - Nippo,32,2021
Serry Pieter,Deceuninck - Quick Step,32,2021
Dowsett Alex,Israel Start-Up Nation,32,2021
van Garderen Tejay,EF Education - Nippo,32,2021
Gallopin Tony,AG2R Citroën Team,32,2021
Meyer Cameron,Team BikeExchange,33,2021
Pasqualon Andrea,Intermarché - Wanty - Gobert Matériaux,33,2021
Edet Nicolas,Cofidis,33,2021
Caruso Damiano,Bahrain - Victorious,33,2021
Izagirre Gorka,Astana - Premier Tech,33,2021
Ponomar Andrii,Androni Giocattoli - Sidermec,18,2021
Evenepoel Remco,Deceuninck - Quick Step,21,2021
Schmid Mauro,Team Qhubeka ASSOS,21,2021
Jorgenson Matteo,Movistar Team,21,2021
Aleotti Giovanni,BORA - hansgrohe,21,2021
Tesfatsion Natnael,Androni Giocattoli - Sidermec,21,2021
Zana Filippo,Bardiani-CSF-Faizanè,22,2021
Battistella Samuele,Astana - Premier Tech,22,2021
Venchiarutti Nicola,Androni Giocattoli - Sidermec,22,2021
Covi Alessandro,UAE Team Emirates,22,2021
Carr Simon,EF Education - Nippo,22,2021
Almeida João,Deceuninck - Quick Step,22,2021
van den Berg Lars,Groupama - FDJ,22,2021
Cepeda Jefferson Alexander,Androni Giocattoli - Sidermec,22,2021
Valter Attila,Groupama - FDJ,22,2021
Pronskiy Vadim,Astana - Premier Tech,22,2021
Champoussin Clément,AG2R Citroën Team,22,2021
Rivi Samuele,EOLO-Kometa,22,2021
Rubio Einer Augusto,Movistar Team,23,2021
Dekker David,Team Jumbo-Visma,23,2021
Oldani Stefano,Lotto Soudal,23,2021
Zoccarato Samuele,Bardiani-CSF-Faizanè,23,2021
Kanter Max,Team DSM,23,2021
Sivakov Pavel,INEOS Grenadiers,23,2021
Guglielmi Simon,Groupama - FDJ,23,2021
Vanhoucke Harm,Lotto Soudal,23,2021
Foss Tobias,Team Jumbo-Visma,23,2021
Sobrero Matteo,Astana - Premier Tech,23,2021
Tejada Harold,Astana - Premier Tech,24,2021
Narváez Jhonatan,INEOS Grenadiers,24,2021
Storer Michael,Team DSM,24,2021
Honoré Mikkel Frølich,Deceuninck - Quick Step,24,2021
Bernal Egan,INEOS Grenadiers,24,2021
Mäder Gino,Bahrain - Victorious,24,2021
Albanese Vincenzo,EOLO-Kometa,24,2021
van den Berg Julius,EF Education - Nippo,24,2021
Viviani Attilio,Cofidis,24,2021
Moschetti Matteo,Trek - Segafredo,24,2021
Scotson Callum,Team BikeExchange,24,2021
Ganna Filippo,INEOS Grenadiers,24,2021
Affini Edoardo,Team Jumbo-Visma,24,2021
Rochas Rémy,Cofidis,24,2021
Fortunato Lorenzo,EOLO-Kometa,24,2021
Hindley Jai,Team DSM,25,2021
Goossens Kobe,Lotto Soudal,25,2021
Martínez Daniel Felipe,INEOS Grenadiers,25,2021
Vlasov Aleksandr,Astana - Premier Tech,25,2021
Dina Márton,EOLO-Kometa,25,2021
Leysen Senne,Alpecin-Fenix,25,2021
Lafay Victor,Cofidis,25,2021
Knox James,Deceuninck - Quick Step,25,2021
